;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 1/14/2013 12:47:09 PM
;----------------------------------------------

;Address Opcode 	ASM
0x0033	0x1D03      	BTFSS      STATUS, 2
0x0034	0x283A      	GOTO       L_t_lcd_serial_interrupt19
;t_lcd_serial.mbas,46 :: 		temp1 = dato_recep
0x0035	0x082A      	MOVF       _dato_recep, 0
0x0036	0x00C8      	MOVWF      _temp1
;t_lcd_serial.mbas,47 :: 		viajero = 3
0x0037	0x3003      	MOVLW      3
0x0038	0x00A9      	MOVWF      _viajero
0x0039	0x2870      	GOTO       L_t_lcd_serial_interrupt4
L_t_lcd_serial_interrupt19:
;t_lcd_serial.mbas,48 :: 		case 3 ' display 2
0x003A	0x0829      	MOVF       _viajero, 0
0x003B	0x3A03      	XORLW      3
0x003C	0x1D03      	BTFSS      STATUS, 2
0x003D	0x2843      	GOTO       L_t_lcd_serial_interrupt22
;t_lcd_serial.mbas,49 :: 		temp2 = dato_recep
0x003E	0x082A      	MOVF       _dato_recep, 0
0x003F	0x00CE      	MOVWF      _temp2
;t_lcd_serial.mbas,50 :: 		viajero = 4
0x0040	0x3004      	MOVLW      4
0x0041	0x00A9      	MOVWF      _viajero
0x0042	0x2870      	GOTO       L_t_lcd_serial_interrupt4
L_t_lcd_serial_interrupt22:
;t_lcd_serial.mbas,51 :: 		case 4
0x0043	0x0829      	MOVF       _viajero, 0
0x0044	0x3A04      	XORLW      4
0x0045	0x1D03      	BTFSS      STATUS, 2
0x0046	0x284C      	GOTO       L_t_lcd_serial_interrupt25
;t_lcd_serial.mbas,52 :: 		temp3 = dato_recep
0x0047	0x082A      	MOVF       _dato_recep, 0
0x0048	0x00CC      	MOVWF      _temp3
;t_lcd_serial.mbas,53 :: 		viajero = 5
0x0049	0x3005      	MOVLW      5
0x004A	0x00A9      	MOVWF      _viajero
0x004B	0x2870      	GOTO       L_t_lcd_serial_interrupt4
L_t_lcd_serial_interrupt25:
;t_lcd_serial.mbas,54 :: 		case 5
0x004C	0x0829      	MOVF       _viajero, 0
0x004D	0x3A05      	XORLW      5
0x004E	0x1D03      	BTFSS      STATUS, 2
0x004F	0x2870      	GOTO       L_t_lcd_serial_interrupt28
;t_lcd_serial.mbas,55 :: 		if dato_recep = 0X46 then    'FARENHEIT
0x0050	0x082A      	MOVF       _dato_recep, 0
0x0051	0x3A46      	XORLW      70
0x0052	0x1D03      	BTFSS      STATUS, 2
0x0053	0x285A      	GOTO       L_t_lcd_serial_interrupt30
;t_lcd_serial.mbas,56 :: 		viajero= 0
0x0054	0x01A9      	CLRF       _viajero
;t_lcd_serial.mbas,57 :: 		datos_set= 0xFF
0x0055	0x30FF      	MOVLW      255
0x0056	0x00AB      	MOVWF      _datos_set
;t_lcd_serial.mbas,58 :: 		turno=1
0x0057	0x3001      	MOVLW      1
0x0058	0x00AF      	MOVWF      _turno
0x0059	0x286F      	GOTO       L_t_lcd_serial_interrupt31
;t_lcd_serial.mbas,59 :: 		else
L_t_lcd_serial_interrupt30:
;t_lcd_serial.mbas,60 :: 		if dato_recep = 0X43 then  'CELCIUS
0x005A	0x082A      	MOVF       _dato_recep, 0
0x005B	0x3A43      	XORLW      67
0x005C	0x1D03      	BTFSS      STATUS, 2
0x005D	0x2864      	GOTO       L_t_lcd_serial_interrupt33
;t_lcd_serial.mbas,61 :: 		viajero= 0
0x005E	0x01A9      	CLRF       _viajero
;t_lcd_serial.mbas,62 :: 		datos_set= 0xFF
0x005F	0x30FF      	MOVLW      255
0x0060	0x00AB      	MOVWF      _datos_set
;t_lcd_serial.mbas,63 :: 		turno=2
0x0061	0x3002      	MOVLW      2
0x0062	0x00AF      	MOVWF      _turno
0x0063	0x286F      	GOTO       L_t_lcd_serial_interrupt34
;t_lcd_serial.mbas,64 :: 		else
L_t_lcd_serial_interrupt33:
;t_lcd_serial.mbas,65 :: 		if dato_recep = 0X43 then  'KELVIN
0x0064	0x082A      	MOVF       _dato_recep, 0
0x0065	0x3A43      	XORLW      67
0x0066	0x1D03      	BTFSS      STATUS, 2
0x0067	0x286E      	GOTO       L_t_lcd_serial_interrupt36
;t_lcd_serial.mbas,66 :: 		viajero= 0
0x0068	0x01A9      	CLRF       _viajero
;t_lcd_serial.mbas,67 :: 		datos_set= 0xFF
0x0069	0x30FF      	MOVLW      255
0x006A	0x00AB      	MOVWF      _datos_set
;t_lcd_serial.mbas,68 :: 		turno=3
0x006B	0x3003      	MOVLW      3
0x006C	0x00AF      	MOVWF      _turno
0x006D	0x286F      	GOTO       L_t_lcd_serial_interrupt37
;t_lcd_serial.mbas,69 :: 		else
L_t_lcd_serial_interrupt36:
;t_lcd_serial.mbas,70 :: 		viajero=0
0x006E	0x01A9      	CLRF       _viajero
;t_lcd_serial.mbas,71 :: 		end if
L_t_lcd_serial_interrupt37:
;t_lcd_serial.mbas,73 :: 		end if
L_t_lcd_serial_interrupt34:
;t_lcd_serial.mbas,75 :: 		end if
L_t_lcd_serial_interrupt31:
0x006F	0x2870      	GOTO       L_t_lcd_serial_interrupt4
L_t_lcd_serial_interrupt28:
L_t_lcd_serial_interrupt4:
;t_lcd_serial.mbas,76 :: 		end select
L_t_lcd_serial_interrupt2:
;t_lcd_serial.mbas,78 :: 		INTCON=0XE0
0x0070	0x30E0      	MOVLW      224
0x0071	0x008B      	MOVWF      INTCON
;t_lcd_serial.mbas,79 :: 		PIE1.RCIE=1
0x0072	0x1683      	BSF        STATUS, 5
0x0073	0x168C      	BSF        PIE1, 5
;t_lcd_serial.mbas,80 :: 		PIR1.RCIF=0
0x0074	0x1283      	BCF        STATUS, 5
0x0075	0x128C      	BCF        PIR1, 5
L_t_lcd_serial_interrupt90:
0x0076	0x0822      	MOVF       34, 0
0x0077	0x00F0      	MOVWF      R0
0x0078	0x0821      	MOVF       33, 0
0x0079	0x00F1      	MOVWF      R1
0x007A	0x0820      	MOVF       32, 0
0x007B	0x00F2      	MOVWF      R2
0x007C	0x0827      	MOVF       ___savePCLATH, 0
0x007D	0x008A      	MOVWF      PCLATH
0x007E	0x0E23      	SWAPF      ___saveSTATUS, 0
0x007F	0x0083      	MOVWF      STATUS
0x0080	0x0EFF      	SWAPF      R15, 1
0x0081	0x0E7F      	SWAPF      R15, 0
0x0082	0x0009      	RETFIE
; end of t_lcd_serial_interrupt
_Delay_50us:
;__Lib_Delays.mbas,40 :: 		sub procedure Delay_50us()
;__Lib_Delays.mbas,41 :: 		Delay_us(50)
0x0083	0x3021      	MOVLW      33
0x0084	0x1283      	BCF        STATUS, 5
0x0085	0x1303      	BCF        STATUS, 6
0x0086	0x00FD      	MOVWF      R13
L__Delay_50us7:
0x0087	0x0BFD      	DECFSZ     R13, 1
0x0088	0x2887      	GOTO       L__Delay_50us7
0x0089	0x0008      	RETURN
; end of _Delay_50us
_Delay_1us:
;__Lib_Delays.mbas,28 :: 		sub procedure Delay_1us()
;__Lib_Delays.mbas,29 :: 		Delay_us(1)
0x008A	0x0000      	NOP
0x008B	0x0000      	NOP
0x008C	0x0008      	RETURN
; end of _Delay_1us
_Delay_5500us:
;__Lib_Delays.mbas,52 :: 		sub procedure Delay_5500us()
;__Lib_Delays.mbas,53 :: 		Delay_us(5500)
0x008D	0x300F      	MOVLW      15
0x008E	0x1283      	BCF        STATUS, 5
0x008F	0x1303      	BCF        STATUS, 6
0x0090	0x00FC      	MOVWF      R12
0x0091	0x3047      	MOVLW      71
0x0092	0x00FD      	MOVWF      R13
L__Delay_5500us13:
0x0093	0x0BFD      	DECFSZ     R13, 1
0x0094	0x2893      	GOTO       L__Delay_5500us13
0x0095	0x0BFC      	DECFSZ     R12, 1
0x0096	0x2893      	GOTO       L__Delay_5500us13
0x0097	0x0000      	NOP
0x0098	0x0000      	NOP
0x0099	0x0008      	RETURN
; end of _Delay_5500us
_Div_16x16_U:
;__Lib_Math.mpas,207 :: 		
;__Lib_Math.mpas,213 :: 		
0x009A	0x1283      	BCF        STATUS, 5
;__Lib_Math.mpas,214 :: 		
0x009B	0x1303      	BCF        STATUS, 6
;__Lib_Math.mpas,215 :: 		
0x009C	0x01F8      	CLRF       R8
;__Lib_Math.mpas,216 :: 		
0x009D	0x01F9      	CLRF       R9
;__Lib_Math.mpas,217 :: 		
0x009E	0x3010      	MOVLW      16
;__Lib_Math.mpas,218 :: 		
0x009F	0x00FC      	MOVWF      R12
;__Lib_Math.mpas,219 :: 		
0x00A0	0x0D71      	RLF        R1, 0
;__Lib_Math.mpas,220 :: 		
0x00A1	0x0DF8      	RLF        R8, 1
;__Lib_Math.mpas,221 :: 		
0x00A2	0x0DF9      	RLF        R9, 1
;__Lib_Math.mpas,222 :: 		
0x00A3	0x0874      	MOVF       R4, 0
;__Lib_Math.mpas,223 :: 		
0x00A4	0x02F8      	SUBWF      R8, 1
;__Lib_Math.mpas,224 :: 		
0x00A5	0x0875      	MOVF       R5, 0
;__Lib_Math.mpas,225 :: 		
0x00A6	0x1C03      	BTFSS      STATUS, 0
;__Lib_Math.mpas,226 :: 		
0x00A7	0x0F75      	INCFSZ     R5, 0
;__Lib_Math.mpas,227 :: 		
0x00A8	0x02F9      	SUBWF      R9, 1
;__Lib_Math.mpas,228 :: 		
0x00A9	0x1803      	BTFSC      STATUS, 0
;__Lib_Math.mpas,229 :: 		
0x00AA	0x28B2      	GOTO       $+8
;__Lib_Math.mpas,230 :: 		
0x00AB	0x0874      	MOVF       R4, 0
;__Lib_Math.mpas,231 :: 		
0x00AC	0x07F8      	ADDWF      R8, 1
;__Lib_Math.mpas,232 :: 		
0x00AD	0x0875      	MOVF       R5, 0
;__Lib_Math.mpas,233 :: 		
0x00AE	0x1803      	BTFSC      STATUS, 0
;__Lib_Math.mpas,234 :: 		
0x00AF	0x0F75      	INCFSZ     R5, 0
;__Lib_Math.mpas,235 :: 		
0x00B0	0x07F9      	ADDWF      R9, 1
;__Lib_Math.mpas,236 :: 		
0x00B1	0x1003      	BCF        STATUS, 0
;__Lib_Math.mpas,237 :: 		
0x00B2	0x0DF0      	RLF        R0, 1
;__Lib_Math.mpas,238 :: 		
0x00B3	0x0DF1      	RLF        R1, 1
;__Lib_Math.mpas,239 :: 		
0x00B4	0x0BFC      	DECFSZ     R12, 1
;__Lib_Math.mpas,240 :: 		
0x00B5	0x28A0      	GOTO       $-21
;__Lib_Math.mpas,242 :: 		
0x00B6	0x0008      	RETURN
; end of _Div_16x16_U
_Lcd_Cmd:
;__Lib_Lcd.mpas,33 :: 		
;__Lib_Lcd.mpas,34 :: 		
0x00B7	0x1283      	BCF        STATUS, 5
0x00B8	0x1303      	BCF        STATUS, 6
0x00B9	0x1BEE      	BTFSC      FARG_Lcd_Cmd_out_char, 7
0x00BA	0x28BD      	GOTO       L__Lcd_Cmd45
0x00BB	0x1105      	BCF        LCD_D7, BitPos(LCD_D7+0)
0x00BC	0x28BE      	GOTO       L__Lcd_Cmd46
L__Lcd_Cmd45:
0x00BD	0x1505      	BSF        LCD_D7, BitPos(LCD_D7+0)
L__Lcd_Cmd46:
;__Lib_Lcd.mpas,35 :: 		
0x00BE	0x1B6E      	BTFSC      FARG_Lcd_Cmd_out_char, 6
0x00BF	0x28C2      	GOTO       L__Lcd_Cmd47
0x00C0	0x1087      	BCF        LCD_D6, BitPos(LCD_D6+0)
0x00C1	0x28C3      	GOTO       L__Lcd_Cmd48
L__Lcd_Cmd47:
0x00C2	0x1487      	BSF        LCD_D6, BitPos(LCD_D6+0)
L__Lcd_Cmd48:
;__Lib_Lcd.mpas,36 :: 		
0x00C3	0x1AEE      	BTFSC      FARG_Lcd_Cmd_out_char, 5
0x00C4	0x28C7      	GOTO       L__Lcd_Cmd49
0x00C5	0x1205      	BCF        LCD_D5, BitPos(LCD_D5+0)
0x00C6	0x28C8      	GOTO       L__Lcd_Cmd50
L__Lcd_Cmd49:
0x00C7	0x1605      	BSF        LCD_D5, BitPos(LCD_D5+0)
L__Lcd_Cmd50:
;__Lib_Lcd.mpas,37 :: 		
0x00C8	0x1A6E      	BTFSC      FARG_Lcd_Cmd_out_char, 4
0x00C9	0x28CC      	GOTO       L__Lcd_Cmd51
0x00CA	0x1107      	BCF        LCD_D4, BitPos(LCD_D4+0)
0x00CB	0x28CD      	GOTO       L__Lcd_Cmd52
L__Lcd_Cmd51:
0x00CC	0x1507      	BSF        LCD_D4, BitPos(LCD_D4+0)
L__Lcd_Cmd52:
;__Lib_Lcd.mpas,39 :: 		
0x00CD	0x1830      	BTFSC      __Lib_Lcd_cmd_status, BitPos(__Lib_Lcd_cmd_status+0)
0x00CE	0x28D1      	GOTO       L__Lcd_Cmd53
0x00CF	0x1486      	BSF        LCD_RS, BitPos(LCD_RS+0)
0x00D0	0x28D2      	GOTO       L__Lcd_Cmd54
L__Lcd_Cmd53:
0x00D1	0x1086      	BCF        LCD_RS, BitPos(LCD_RS+0)
L__Lcd_Cmd54:
;__Lib_Lcd.mpas,42 :: 		
0x00D2	0x1585      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.mpas,43 :: 		
0x00D3	0x208A      	CALL       _Delay_1us
;__Lib_Lcd.mpas,44 :: 		
0x00D4	0x1185      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.mpas,47 :: 		
0x00D5	0x19EE      	BTFSC      FARG_Lcd_Cmd_out_char, 3
0x00D6	0x28D9      	GOTO       L__Lcd_Cmd55
0x00D7	0x1105      	BCF        LCD_D7, BitPos(LCD_D7+0)
0x00D8	0x28DA      	GOTO       L__Lcd_Cmd56
L__Lcd_Cmd55:
0x00D9	0x1505      	BSF        LCD_D7, BitPos(LCD_D7+0)
L__Lcd_Cmd56:
;__Lib_Lcd.mpas,48 :: 		
0x00DA	0x196E      	BTFSC      FARG_Lcd_Cmd_out_char, 2
0x00DB	0x28DE      	GOTO       L__Lcd_Cmd57
0x00DC	0x1087      	BCF        LCD_D6, BitPos(LCD_D6+0)
0x00DD	0x28DF      	GOTO       L__Lcd_Cmd58
L__Lcd_Cmd57:
0x00DE	0x1487      	BSF        LCD_D6, BitPos(LCD_D6+0)
L__Lcd_Cmd58:
;__Lib_Lcd.mpas,49 :: 		
0x00DF	0x18EE      	BTFSC      FARG_Lcd_Cmd_out_char, 1
0x00E0	0x28E3      	GOTO       L__Lcd_Cmd59
0x00E1	0x1205      	BCF        LCD_D5, BitPos(LCD_D5+0)
0x00E2	0x28E4      	GOTO       L__Lcd_Cmd60
L__Lcd_Cmd59:
0x00E3	0x1605      	BSF        LCD_D5, BitPos(LCD_D5+0)
L__Lcd_Cmd60:
;__Lib_Lcd.mpas,50 :: 		
0x00E4	0x186E      	BTFSC      FARG_Lcd_Cmd_out_char, 0
0x00E5	0x28E8      	GOTO       L__Lcd_Cmd61
0x00E6	0x1107      	BCF        LCD_D4, BitPos(LCD_D4+0)
0x00E7	0x28E9      	GOTO       L__Lcd_Cmd62
L__Lcd_Cmd61:
0x00E8	0x1507      	BSF        LCD_D4, BitPos(LCD_D4+0)
L__Lcd_Cmd62:
;__Lib_Lcd.mpas,52 :: 		
0x00E9	0x1830      	BTFSC      __Lib_Lcd_cmd_status, BitPos(__Lib_Lcd_cmd_status+0)
0x00EA	0x28ED      	GOTO       L__Lcd_Cmd63
0x00EB	0x1486      	BSF        LCD_RS, BitPos(LCD_RS+0)
0x00EC	0x28EE      	GOTO       L__Lcd_Cmd64
L__Lcd_Cmd63:
0x00ED	0x1086      	BCF        LCD_RS, BitPos(LCD_RS+0)
L__Lcd_Cmd64:
;__Lib_Lcd.mpas,54 :: 		
0x00EE	0x1585      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.mpas,55 :: 		
0x00EF	0x208A      	CALL       _Delay_1us
;__Lib_Lcd.mpas,56 :: 		
0x00F0	0x1185      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.mpas,58 :: 		
0x00F1	0x1C30      	BTFSS      __Lib_Lcd_cmd_status, BitPos(__Lib_Lcd_cmd_status+0)
0x00F2	0x28F5      	GOTO       L__Lcd_Cmd2
;__Lib_Lcd.mpas,59 :: 		
0x00F3	0x208D      	CALL       _Delay_5500us
0x00F4	0x28F6      	GOTO       L__Lcd_Cmd3
;__Lib_Lcd.mpas,60 :: 		
L__Lcd_Cmd2:
;__Lib_Lcd.mpas,61 :: 		
0x00F5	0x2083      	CALL       _Delay_50us
L__Lcd_Cmd3:
;__Lib_Lcd.mpas,62 :: 		
0x00F6	0x0008      	RETURN
; end of _Lcd_Cmd
_Delay_80us:
;__Lib_Delays.mbas,44 :: 		sub procedure Delay_80us()
;__Lib_Delays.mbas,45 :: 		Delay_us(78)
0x00F7	0x3033      	MOVLW      51
0x00F8	0x1283      	BCF        STATUS, 5
0x00F9	0x1303      	BCF        STATUS, 6
0x00FA	0x00FD      	MOVWF      R13
L__Delay_80us9:
0x00FB	0x0BFD      	DECFSZ     R13, 1
0x00FC	0x28FB      	GOTO       L__Delay_80us9
0x00FD	0x0000      	NOP
0x00FE	0x0000      	NOP
0x00FF	0x0008      	RETURN
; end of _Delay_80us
_Lcd_Chr_CP:
;__Lib_Lcd.mpas,65 :: 		
;__Lib_Lcd.mpas,66 :: 		
0x0100	0x1283      	BCF        STATUS, 5
0x0101	0x1303      	BCF        STATUS, 6
0x0102	0x1030      	BCF        __Lib_Lcd_cmd_status, BitPos(__Lib_Lcd_cmd_status+0)
;__Lib_Lcd.mpas,67 :: 		
0x0103	0x086A      	MOVF       FARG_Lcd_Chr_CP_Out_Char, 0
0x0104	0x00EE      	MOVWF      FARG_Lcd_Cmd_out_char
0x0105	0x20B7      	CALL       _Lcd_Cmd
;__Lib_Lcd.mpas,68 :: 		
0x0106	0x1430      	BSF        __Lib_Lcd_cmd_status, BitPos(__Lib_Lcd_cmd_status+0)
;__Lib_Lcd.mpas,69 :: 		
0x0107	0x0008      	RETURN
; end of _Lcd_Chr_CP
_Mul_8x8_U:
;__Lib_Math.mpas,87 :: 		
;__Lib_Math.mpas,93 :: 		
0x0108	0x1283      	BCF        STATUS, 5
;__Lib_Math.mpas,94 :: 		
0x0109	0x1303      	BCF        STATUS, 6
;__Lib_Math.mpas,95 :: 		
0x010A	0x0870      	MOVF       R0, 0
;__Lib_Math.mpas,96 :: 		
0x010B	0x00F1      	MOVWF      R1
;__Lib_Math.mpas,97 :: 		
0x010C	0x01F0      	CLRF       R0
;__Lib_Math.mpas,98 :: 		
0x010D	0x3008      	MOVLW      8
;__Lib_Math.mpas,99 :: 		
0x010E	0x00FC      	MOVWF      R12
;__Lib_Math.mpas,100 :: 		
0x010F	0x0871      	MOVF       R1, 0
;__Lib_Math.mpas,101 :: 		
0x0110	0x0CF4      	RRF        R4, 1
;__Lib_Math.mpas,102 :: 		
0x0111	0x1803      	BTFSC      STATUS, 0
;__Lib_Math.mpas,103 :: 		
0x0112	0x2917      	GOTO       $+5
;__Lib_Math.mpas,104 :: 		
0x0113	0x0BFC      	DECFSZ     R12, 1
;__Lib_Math.mpas,105 :: 		
0x0114	0x2910      	GOTO       $-4
;__Lib_Math.mpas,106 :: 		
0x0115	0x01F1      	CLRF       R1
;__Lib_Math.mpas,107 :: 		
0x0116	0x3400      	RETLW      0
;__Lib_Math.mpas,108 :: 		
0x0117	0x1003      	BCF        STATUS, 0
;__Lib_Math.mpas,109 :: 		
0x0118	0x291C      	GOTO       $+4
;__Lib_Math.mpas,110 :: 		
0x0119	0x0CF4      	RRF        R4, 1
;__Lib_Math.mpas,111 :: 		
0x011A	0x1803      	BTFSC      STATUS, 0
;__Lib_Math.mpas,112 :: 		
0x011B	0x07F1      	ADDWF      R1, 1
;__Lib_Math.mpas,113 :: 		
0x011C	0x0CF1      	RRF        R1, 1
;__Lib_Math.mpas,114 :: 		
0x011D	0x0CF0      	RRF        R0, 1
;__Lib_Math.mpas,115 :: 		
0x011E	0x0BFC      	DECFSZ     R12, 1
;__Lib_Math.mpas,116 :: 		
0x011F	0x2919      	GOTO       $-6
;__Lib_Math.mpas,118 :: 		
0x0120	0x0008      	RETURN
; end of _Mul_8x8_U
_WordToStrWithZeros:
;__Lib_Conversions.mpas,121 :: 		
;__Lib_Conversions.mpas,123 :: 		
0x0121	0x3001      	MOVLW      1
0x0122	0x1283      	BCF        STATUS, 5
0x0123	0x1303      	BCF        STATUS, 6
0x0124	0x00ED      	MOVWF      WordToStrWithZeros_len
;__Lib_Conversions.mpas,124 :: 		
0x0125	0x086B      	MOVF       FARG_WordToStrWithZeros_input+1, 0
0x0126	0x3C00      	SUBLW      0
0x0127	0x1D03      	BTFSS      STATUS, 2
0x0128	0x292B      	GOTO       L__WordToStrWithZeros163
0x0129	0x086A      	MOVF       FARG_WordToStrWithZeros_input, 0
0x012A	0x3C09      	SUBLW      9
L__WordToStrWithZeros163:
0x012B	0x1803      	BTFSC      STATUS, 0
0x012C	0x292E      	GOTO       L__WordToStrWithZeros44
;__Lib_Conversions.mpas,125 :: 		
0x012D	0x0AED      	INCF       WordToStrWithZeros_len, 1
L__WordToStrWithZeros44:
;__Lib_Conversions.mpas,126 :: 		
0x012E	0x086B      	MOVF       FARG_WordToStrWithZeros_input+1, 0
0x012F	0x3C00      	SUBLW      0
0x0130	0x1D03      	BTFSS      STATUS, 2
0x0131	0x2934      	GOTO       L__WordToStrWithZeros164
0x0132	0x086A      	MOVF       FARG_WordToStrWithZeros_input, 0
0x0133	0x3C63      	SUBLW      99
L__WordToStrWithZeros164:
0x0134	0x1803      	BTFSC      STATUS, 0
0x0135	0x2937      	GOTO       L__WordToStrWithZeros47
;__Lib_Conversions.mpas,127 :: 		
0x0136	0x0AED      	INCF       WordToStrWithZeros_len, 1
L__WordToStrWithZeros47:
;__Lib_Conversions.mpas,128 :: 		
0x0137	0x086B      	MOVF       FARG_WordToStrWithZeros_input+1, 0
0x0138	0x3C03      	SUBLW      3
0x0139	0x1D03      	BTFSS      STATUS, 2
0x013A	0x293D      	GOTO       L__WordToStrWithZeros165
0x013B	0x086A      	MOVF       FARG_WordToStrWithZeros_input, 0
0x013C	0x3CE7      	SUBLW      231
L__WordToStrWithZeros165:
0x013D	0x1803      	BTFSC      STATUS, 0
0x013E	0x2940      	GOTO       L__WordToStrWithZeros50
;__Lib_Conversions.mpas,129 :: 		
0x013F	0x0AED      	INCF       WordToStrWithZeros_len, 1
L__WordToStrWithZeros50:
;__Lib_Conversions.mpas,130 :: 		
0x0140	0x086B      	MOVF       FARG_WordToStrWithZeros_input+1, 0
0x0141	0x3C27      	SUBLW      39
0x0142	0x1D03      	BTFSS      STATUS, 2
0x0143	0x2946      	GOTO       L__WordToStrWithZeros166
0x0144	0x086A      	MOVF       FARG_WordToStrWithZeros_input, 0
0x0145	0x3C0F      	SUBLW      15
L__WordToStrWithZeros166:
0x0146	0x1803      	BTFSC      STATUS, 0
0x0147	0x2949      	GOTO       L__WordToStrWithZeros53
;__Lib_Conversions.mpas,131 :: 		
0x0148	0x0AED      	INCF       WordToStrWithZeros_len, 1
L__WordToStrWithZeros53:
;__Lib_Conversions.mpas,132 :: 		
0x0149	0x086C      	MOVF       FARG_WordToStrWithZeros_output, 0
0x014A	0x0084      	MOVWF      FSR
0x014B	0x3030      	MOVLW      48
0x014C	0x0080      	MOVWF      INDF
0x014D	0x0A84      	INCF       FSR, 1
0x014E	0x3030      	MOVLW      48
0x014F	0x0080      	MOVWF      INDF
0x0150	0x0A84      	INCF       FSR, 1
0x0151	0x3030      	MOVLW      48
0x0152	0x0080      	MOVWF      INDF
0x0153	0x0A84      	INCF       FSR, 1
0x0154	0x3030      	MOVLW      48
0x0155	0x0080      	MOVWF      INDF
0x0156	0x0A84      	INCF       FSR, 1
0x0157	0x3030      	MOVLW      48
0x0158	0x0080      	MOVWF      INDF
0x0159	0x0A84      	INCF       FSR, 1
0x015A	0x0180      	CLRF       INDF
0x015B	0x0A84      	INCF       FSR, 1
;__Lib_Conversions.mpas,135 :: 		
0x015C	0x0384      	DECF       FSR, 1
;__Lib_Conversions.mpas,136 :: 		
L__WordToStrWithZeros56:
